topic,question,answer
Bài toán tổ hợp,hoán vị của một đa tập là gì?,Hoán vị của một đa tập Là cách sắp xếp các phần tử trong đó có một số phần tử giống nhau (hoán vị lặp).
Bài toán tổ hợp,hoán vị không có điểm cố định là gì?,Là hoán vị mà không có phần tử nào ở đúng vị trí ban đầu của nó.
Bài toán tổ hợp,hàm lặp để giải hệ thức truy hồi là gì?,Hàm lặp để giải hệ thức truy hồi Là cách tìm công thức tổng quát bằng cách thay thế liên tiếp các số hạng cho đến khi đạt tới điều kiện đầu.
Bài toán tổ hợp,hàm sinh trong bài toán đếm là gì?,Hàm sinh trong bài toán đếm Là một chuỗi lũy thừa mà các hệ số của nó đại diện cho các giá trị trong một dãy số cần đếm.
Bài toán tổ hợp,hàm đệ quy là gì?,Hàm đệ quy Là hàm số mà trong quá trình tính toán nó có lời gọi đến chính nó với đối số khác.
Bài toán tổ hợp,không gian trạng thái là gì?,Không gian trạng thái Là tập hợp tất cả các cấu hình có thể có của bài toán mà thuật toán liệt kê cần duyệt qua.
Bài toán tổ hợp,phân hoạch tập hợp là gì?,Phân hoạch tập hợp Là việc chia một tập hợp thành các tập con rời nhau mà hợp của chúng chính bằng tập hợp ban đầu.
Bài toán tổ hợp,sơ đồ cây trong phương pháp liệt kê là gì?,Là công cụ trực quan hóa các bước lựa chọn để đảm bảo liệt kê đầy đủ các trường hợp của bài toán.
Bài toán tổ hợp,số Ramsey R là gì?,"Số Ramsey R Là số nguyên dương nhỏ nhất sao cho bất kỳ đồ thị đầy đủ nào có $R(m, n)$ đỉnh, được tô màu cạnh bằng 2 màu, đều chứa đồ thị con đầy đủ m đỉnh màu 1 hoặc n đỉnh màu 2."
Bài toán tổ hợp,thuật toán sinh là gì?,Thuật toán sinh Là thuật toán xây dựng một chuỗi các cấu hình rời rạc theo một thứ tự xác định mà không cần dùng đệ quy.
Bài toán tổ hợp,thuật toán tối ưu trong đếm và liệt kê là gì?,Thuật toán tối ưu trong đếm và liệt kê Là thuật toán tìm ra kết quả với số bước tính toán hoặc bộ nhớ sử dụng là ít nhất.
Bài toán tổ hợp,tập hợp các hoán vị là gì?,Tập hợp các hoán vị Là tập hợp chứa tất cả các cách sắp xếp khác nhau của một tập hợp phần tử cho trước.
Bài toán tổ hợp,tổ hợp không tránh khỏi là gì?,Là các cấu hình chắc chắn phải xuất hiện trong bất kỳ hệ thống nào vượt quá một ngưỡng kích thước nhất định.
Bài toán tổ hợp,đếm hai cách là gì?,Đếm hai cách Là kỹ thuật chứng minh một đẳng thức bằng cách đếm số phần tử của một tập hợp theo hai phương pháp khác nhau.
Bài toán tổ hợp,đồ thị con đầy đủ trong định lý Ramsey là gì?,Đồ thị con đầy đủ trong định lý Ramsey Là một tập hợp các đỉnh mà bất kỳ hai đỉnh nào trong đó cũng được nối với nhau bởi một cạnh cùng màu.
Bài toán tổ hợp,nguyên lý chuồng bồ câu dạng cơ bản là gì?,Nếu xếp n+1 phần tử vào n ngăn thì có ít nhất một ngăn chứa từ 2 phần tử trở lên.
Bài toán tổ hợp,phương pháp thử sai trong liệt kê là gì?,Phương pháp thử sai trong liệt kê Là việc kiểm tra từng khả năng một cho đến khi tìm thấy cấu hình thỏa mãn yêu cầu.
Bài toán tổ hợp,quy tắc cộng trong bài toán đếm là gì?,"Nếu một công việc có thể thực hiện theo n phương án khác nhau, phương án i có mi cách thực hiện, thì tổng số cách là tổng các mi."
Bài toán tổ hợp,quy tắc nhân trong bài toán đếm là gì?,"Nếu một công việc gồm n giai đoạn liên tiếp, giai đoạn i có mi cách thực hiện, thì tổng số cách là tích các mi."
Bài toán tổ hợp,tính đối xứng của số tổ hợp là gì?,"$C_n^k = C_n^{n-k}$, nghĩa là chọn k phần tử cũng giống như chọn ra n-k phần tử để loại bỏ."
Bài toán tổ hợp,số Stirling loại hai S là gì?,Số Stirling loại hai S Là số cách phân hoạch một tập hợp n phần tử thành k tập con khác rỗng không phân biệt.
Bài toán tổ hợp,Số cách xếp n quả bóng giống nhau vào k cái hộp phân biệt là bao nhiêu?,Bằng số tổ hợp lặp $\bar{C}_k^n = C_{n+k-1}^n$.
Bài toán tổ hợp,Số cách xếp n quả bóng phân biệt vào k cái hộp phân biệt là bao nhiêu?,Bằng $k^n$ cách.
Bài toán tổ hợp,số Stirling loại một s là gì?,Số Stirling loại một s Là số cách xếp n phần tử thành k chu trình rời nhau.
Bài toán tổ hợp,số Bell B_n là gì?,Là tổng số cách phân hoạch một tập hợp n phần tử thành các tập con khác rỗng.
Bài toán tổ hợp,Mối liên hệ giữa số Bell và số Stirling loại hai là gì?,"$B_n = \sum_{k=1}^n S(n, k)$."
Bài toán tổ hợp,hoán vị không điểm bất động là gì?,Là hoán vị của n phần tử sao cho không có phần tử nào ở đúng vị trí ban đầu của nó.
Bài toán tổ hợp,Số lượng hoán vị không điểm bất động của n phần tử tính như thế nào?,$D_n = n! \sum_{k=0}^n \frac{(-1)^k}{k!}$.
Bài toán tổ hợp,số Catalan C_n là gì?,"Số Catalan C_n Là số xuất hiện trong các bài toán đếm như số cách đặt ngoặc hợp lệ, số cây nhị phân, số đường đi không vượt quá đường chéo."
Bài toán tổ hợp,Công thức tính số Catalan C_n?,$C_n = \frac{1}{n+1} C_{2n}^n$.
Bài toán tổ hợp,đa thức lựa chọn là gì?,Là đa thức mà hệ số $r_k$ của $x^k$ biểu diễn số cách đặt k quân xe không ăn nhau trên một bàn cờ có hình dạng bất kỳ.
Bài toán tổ hợp,Đa thức lựa chọn dùng để giải bài toán gì?,Dùng để giải các bài toán đếm hoán vị có điều kiện hạn chế (ví dụ bài toán gán việc).
Bài toán tổ hợp,Phát biểu nguyên lý Dirichlet dạng hình học?,"Nếu một vùng có diện tích S được phủ bởi n vùng có tổng diện tích nhỏ hơn S, thì có ít nhất hai vùng chồng lên nhau."
Bài toán tổ hợp,số Ramsey R là gì?,Số Ramsey R Là số nguyên dương n nhỏ nhất sao cho mọi đồ thị n đỉnh đều chứa một clique kích thước k hoặc một tập độc lập kích thước l.
Bài toán tổ hợp,Giá trị của số Ramsey R bằng bao nhiêu?,Bằng 6.
Bài toán tổ hợp,Tại sao việc tìm các số Ramsey lớn lại cực kỳ khó?,Vì số lượng đồ thị cần kiểm tra tăng theo hàm mũ và chưa có thuật toán hiệu quả nào được tìm ra.
Bài toán tổ hợp,phương pháp hàm sinh là gì?,Phương pháp hàm sinh Là phương pháp chuyển đổi một dãy số thành một chuỗi lũy thừa để sử dụng các công thức đại số trong việc đếm.
Bài toán tổ hợp,Hàm sinh cho tổ hợp chập k của n phần tử là gì?,Là khai triển của nhị thức $(1+x)^n$.
Bài toán tổ hợp,Hàm sinh cho tổ hợp lặp chập k của n phần tử là gì?,Là khai triển của chuỗi $(1-x)^{-n}$.
Bài toán tổ hợp,hàm sinh mũ là gì?,Dùng để giải các bài toán đếm hoán vị và cấu hình có tính thứ tự.
Bài toán tổ hợp,Công thức truy hồi của số Stirling loại hai là gì?,"$S(n, k) = S(n-1, k-1) + k \cdot S(n-1, k)$."
Bài toán tổ hợp,Tại sao số cách phân tích số n thành tổng các số nguyên dương lại khó đếm?,Vì nó không có công thức đóng đơn giản và phụ thuộc vào tính chất của các số hạng.
Bài toán tổ hợp,biểu đồ Ferrers là gì?,Biểu đồ Ferrers Là cách biểu diễn trực quan một phép phân tích số n thành tổng các số nguyên dưới dạng các hàng nút.
Bài toán tổ hợp,Tính chất đối ngẫu trong biểu đồ Ferrers là gì?,Việc đổi hàng thành cột tạo ra một phép phân tích số mới gọi là phép phân tích liên hợp.
Bài toán tổ hợp,Nguyên lý bù trừ có thể dùng để tính số các hàm toàn ánh từ A đến B không?,"Có, bằng cách trừ đi các hàm mà tập ảnh thiếu ít nhất một phần tử của B."
Bài toán tổ hợp,Số các toàn ánh từ tập n phần tử đến tập m phần tử là bao nhiêu?,"Bằng $m! \cdot S(n, m)$."
Bài toán tổ hợp,bài toán liệt kê là gì?,"Bài toán liệt kê Là bài toán yêu cầu viết ra tất cả các cấu hình thỏa mãn điều kiện, không chỉ là đếm số lượng."
Bài toán tổ hợp,Tại sao thuật toán quay lui thường dùng cho liệt kê?,Vì nó cho phép duyệt qua không gian nghiệm dưới dạng cây và loại bỏ sớm các nhánh không thỏa mãn.
Bài toán tổ hợp,thứ tự từ điển của các cấu hình là gì?,Thứ tự từ điển của các cấu hình Là cách sắp xếp các dãy số hoặc xâu ký tự giống như cách sắp xếp từ trong từ điển.
Bài toán tổ hợp,Tại sao liệt kê theo thứ tự từ điển lại quan trọng?,Vì nó giúp chúng ta xác định được cấu hình kế tiếp và cấu hình thứ k một cách hệ thống.
Bài toán tổ hợp,mã Gray là gì?,Mã Gray Là một dãy các xâu nhị phân mà hai xâu liên tiếp chỉ khác nhau đúng một bit.
Bài toán tổ hợp,Ưu điểm của mã Gray trong việc liệt kê các tập con là gì?,"Mỗi bước sinh chỉ cần thay đổi một phần tử duy nhất, giúp thuật toán chạy nhanh và ổn định hơn."
Bài toán tổ hợp,Làm thế nào để sinh hoán vị kế tiếp của một dãy số?,"Tìm vị trí i cuối cùng mà ai < ai+1, sau đó tìm aj nhỏ nhất lớn hơn ai ở phía sau để đổi chỗ và sắp xếp lại."
Bài toán tổ hợp,Làm thế nào để sinh tập con kế tiếp của một tập hợp?,Thường sử dụng biểu diễn nhị thức và thực hiện phép cộng 1 trong hệ cơ số 2.
Bài toán tổ hợp,bài toán tối ưu tổ hợp là gì?,"Bài toán tối ưu tổ hợp Là bài toán tìm cấu hình tổ hợp sao cho một hàm mục tiêu (chi phí, độ dài...) đạt giá trị cực tiểu hoặc cực đại."
Bài toán tổ hợp,Tại sao bài toán người du lịch lại là bài toán tối ưu tổ hợp?,Vì nó yêu cầu tìm một hoán vị của các đỉnh sao cho tổng độ dài các cạnh là nhỏ nhất.
Bài toán tổ hợp,thuật toán tham lam trong tối ưu tổ hợp là gì?,Thuật toán tham lam trong tối ưu tổ hợp Là thuật toán tại mỗi bước luôn chọn phương án tốt nhất cục bộ với hy vọng tìm được tối ưu toàn cục.
Bài toán tổ hợp,Khi nào thuật toán tham lam cho ra kết quả tối ưu?,Khi bài toán có cấu trúc Matroid hoặc các điều kiện đặc biệt khác.
Bài toán tổ hợp,phương pháp nhánh cận là gì?,Phương pháp nhánh cận Là kỹ thuật quay lui kết hợp với việc tính toán các cận để cắt tỉa các nhánh không thể chứa nghiệm tốt hơn nghiệm hiện tại.
Bài toán tổ hợp,bài toán lập lịch là gì?,Bài toán lập lịch Là việc phân chia các công việc cho các máy sao cho thời gian hoàn thành hoặc chi phí là thấp nhất.
Bài toán tổ hợp,thuật toán Johnson cho bài toán lập lịch trên hai máy là gì?,Thuật toán Johnson cho bài toán lập lịch trên hai máy Là thuật toán tối ưu để sắp xếp thứ tự công việc sao cho tổng thời gian hoàn thành trên hai máy là nhỏ nhất.
Bài toán tổ hợp,Bài toán cái túi là gì?,Bài toán cái túi Là bài toán chọn các đồ vật có trọng lượng và giá trị sao cho tổng giá trị lớn nhất mà không vượt quá sức chứa của túi.
Bài toán tổ hợp,Sự khác biệt giữa bài toán cái túi 0/1 và bài toán cái túi phân số là gì?,"Bài toán 0/1 chỉ được chọn hoặc không chọn vật, còn phân số cho phép lấy một phần của vật (giải được bằng tham lam)."
Bài toán tổ hợp,Tại sao bài toán cái túi 0/1 lại khó giải ?,"Vì nó yêu cầu duyệt qua các tổ hợp của các vật phẩm, không có quy tắc tham lam đơn giản nào đảm bảo tối ưu."
Bài toán tổ hợp,bài toán phủ tập hợp là gì?,Tìm số lượng ít nhất các tập con sao cho hợp của chúng phủ hết tập hợp đích.
Bài toán tổ hợp,bài toán gán là gì?,Bài toán gán Là việc phân công n người vào n công việc sao cho tổng chi phí là nhỏ nhất (giải bằng thuật toán Hungary).
Bài toán tổ hợp,hoán vị vòng quanh là gì?,"Hoán vị vòng quanh Là cách sắp xếp n phần tử xung quanh một vòng tròn, trong đó các cách xoay của cùng một cấu hình được coi là một."
Bài toán tổ hợp,Số lượng hoán vị vòng quanh của n phần tử là bao nhiêu?,Bằng $(n-1)!$.
Bài toán tổ hợp,"Số lượng hoán vị lặp của n phần tử gồm các nhóm n1, n2... phần tử giống nhau?","$P_n(n_1, n_2, \dots) = \frac{n!}{n_1! n_2! \dots}$."
Bài toán tổ hợp,hệ thức Pascal cho số tổ hợp là gì?,$C_{n+1}^k = C_n^k + C_n^{k-1}$.
Bài toán tổ hợp,Số các hoán vị của n phần tử trong đó có k phần tử cố định?,"Bằng số hoán vị của $n-k$ phần tử còn lại, tức là $(n-k)!$."
Bài toán tổ hợp,đa tập là gì?,"Đa tập Là tập hợp mà một phần tử có thể xuất hiện nhiều lần, số lần xuất hiện gọi là bội của phần tử đó."
Bài toán tổ hợp,Số lượng tổ hợp lặp chập k của n phần tử?,Ký hiệu $\bar{C}_n^k = C_{n+k-1}^k$.
Bài toán tổ hợp,Công thức Vandermonde cho số tổ hợp là gì?,$C_{m+n}^r = \sum_{k=0}^r C_m^k C_n^{r-k}$.
Bài toán tổ hợp,số hạng tổng quát của nhị thức Newton là gì?,$T_{k+1} = C_n^k a^{n-k} b^k$.
Bài toán tổ hợp,Tổng các bình phương của các số tổ hợp trong dòng n bằng bao nhiêu?,$\sum_{k=0}^n (C_n^k)^2 = C_{2n}^n$.
Bài toán tổ hợp,bài toán chia kẹo của Euler là gì?,Bài toán chia kẹo của Euler Là bài toán tìm số nghiệm nguyên không âm của phương trình $x_1 + x_2 + \dots + x_k = n$.
Bài toán tổ hợp,Số nghiệm nguyên không âm của phương trình $x_1 + x_2 + \dots + x_k = n$ là bao nhiêu?,Bằng $C_{n+k-1}^{k-1}$.
Bài toán tổ hợp,Số nghiệm nguyên dương của phương trình $x_1 + x_2 + \dots + x_k = n$ là bao nhiêu?,Bằng $C_{n-1}^{k-1}$.
Bài toán tổ hợp,số Stirling loại hai S là gì?,"Luôn bằng 1, vì chỉ có 1 cách chia n phần tử vào 1 tập con."
Bài toán tổ hợp,số Stirling loại hai S là gì?,"Luôn bằng 1, vì mỗi phần tử phải ở trong một tập con riêng biệt."
Bài toán tổ hợp,Giá trị của số Stirling loại hai S bằng bao nhiêu?,$2^{n-1} - 1$.
Bài toán tổ hợp,số Bell B_0 là gì?,Bằng 1 (theo quy ước cho tập rỗng).
Bài toán tổ hợp,Số cách sắp xếp n người vào một bàn tròn k chỗ ?,Bằng $A_n^k / k$.
Bài toán tổ hợp,bài toán phân chia là gì?,Bài toán phân chia Là việc chia một số nguyên hoặc một tập hợp thành các phần thỏa mãn điều kiện nhất định.
Bài toán tổ hợp,số các phép phân tích số n thành tổng các số nguyên dương là gì?,Ký hiệu là p(n).
Bài toán tổ hợp,Tại sao hàm sinh lại giúp giải bài toán đếm?,Vì nó biến các quy tắc cộng và nhân tổ hợp thành các phép toán trên đa thức hoặc chuỗi lũy thừa.
Bài toán tổ hợp,hệ thức truy hồi tuyến tính bậc k là gì?,Là hệ thức mà $a_n$ được tính dựa trên k số hạng trước đó theo một tổ hợp tuyến tính.
Bài toán tổ hợp,Nghiệm của hệ thức truy hồi phụ thuộc vào yếu tố nào?,Phụ thuộc vào các nghiệm của phương trình đặc trưng và các điều kiện ban đầu.
Bài toán tổ hợp,bài toán liệt kê tối ưu là gì?,Bài toán liệt kê tối ưu Là việc liệt kê các cấu hình theo một thứ tự mà chi phí chuyển đổi giữa hai cấu hình liên tiếp là nhỏ nhất (như mã Gray).
Bài toán tổ hợp,bài toán phân công là gì?,Bài toán phân công Là việc tìm một bộ ghép hoàn hảo có tổng trọng số nhỏ nhất trong đồ thị hai phía đầy đủ.
Bài toán tổ hợp,Thuật toán Hungary dùng để giải bài toán nào?,Dùng để giải bài toán phân công (gán việc) tối ưu.
Bài toán tổ hợp,bài toán luồng cực đại chi phí cực tiểu là gì?,Tìm luồng có giá trị cho trước sao cho tổng chi phí trên các cạnh là thấp nhất.
Bài toán tổ hợp,độ phức tạp thời gian của một thuật toán là gì?,Độ phức tạp thời gian của một thuật toán Là hàm số mô tả số lượng các phép tính cơ bản mà thuật toán thực hiện theo kích thước đầu vào n.
Bài toán tổ hợp,lớp bài toán P là gì?,Lớp bài toán P Là tập hợp các bài toán có thể giải được bằng thuật toán có độ phức tạp đa thức $O(n^k)$.
Bài toán tổ hợp,lớp bài toán NP là gì?,Lớp bài toán NP Là tập hợp các bài toán mà lời giải của chúng có thể kiểm chứng được trong thời gian đa thức.
Bài toán tổ hợp,bài toán NP-đầy đủ là gì?,Bài toán NP-đầy đủ Là bài toán thuộc lớp NP và mọi bài toán khác trong NP đều có thể quy dẫn về nó trong thời gian đa thức.
Bài toán tổ hợp,Tại sao bài toán P = NP lại là bài toán lớn nhất của tin học lý thuyết?,Vì nó đặt câu hỏi liệu mọi bài toán có thể kiểm chứng nhanh thì có thể giải nhanh được hay không.
Bài toán tổ hợp,thuật toán xấp xỉ là gì?,Thuật toán xấp xỉ Là thuật toán tìm ra lời giải gần đúng cho các bài toán khó (NP-khó) trong thời gian nhanh.
Đại số Logic,Chức năng của Bộ chọn trong máy tính là gì?,Dùng các cổng logic để chọn một trong nhiều đầu vào.
Đại số Logic,Chức năng của Bộ cộng trong máy tính là gì?,Thực hiện phép cộng nhị phân dựa trên XOR và AND.
Đại số Logic,Chức năng của Thanh ghi trong máy tính là gì?,Dùng các mạch logic có nhớ để lưu trữ bit.
Đại số Logic,Chức năng của Đơn vị logic trong máy tính là gì?,Trung tâm xử lý các phép toán logic trong CPU.
Đại số Logic,Công thức của luật De Morgan là gì?,$\neg(x \wedge y) = \neg x \vee \neg y$
Đại số Logic,Công thức của luật Giao hoán là gì?,$x \vee y = y \vee x$
Đại số Logic,Công thức của luật Hấp thụ là gì?,$x \vee (x \wedge y) = x$
Đại số Logic,Công thức của luật Kết hợp là gì?,$(x \wedge y) \wedge z = x \wedge (y \wedge z)$
Đại số Logic,Công thức của luật Luật bù là gì?,$x \wedge \neg x = 0$
Đại số Logic,Công thức của luật Luật thống trị là gì?,$x \vee 1 = 1$
Đại số Logic,Công thức của luật Lũy đẳng là gì?,$x \wedge x = x$
Đại số Logic,Công thức của luật Phần tử trung hòa là gì?,$x \vee 0 = x$
Đại số Logic,Công thức của luật Phần tử đơn vị là gì?,$x \wedge 1 = x$
Đại số Logic,Công thức của luật Phủ định kép là gì?,$\neg(\neg x) = x$
Đại số Logic,Dấu kéo theo và dấu suy ra khác nhau như thế nào?,"Dấu $\rightarrow$ là phép toán logic trong biểu thức, còn ($\Rightarrow$) dùng để chỉ quan hệ kéo theo giữa hai mệnh đề hằng đúng."
Đại số Logic,Dấu tương đương có ý nghĩa gì khác so với dấu bằng ?,"Dấu $\leftrightarrow$ dùng cho mệnh đề (cùng giá trị chân lý), còn dấu ($=$) dùng cho các giá trị số hoặc biểu thức đại số."
Đại số Logic,Khi nào thì nên dùng bìa Karnaugh thay vì rút gọn bằng công thức?,Nên dùng bìa Karnaugh khi số biến từ 3 đến 5 để tránh sai sót trong biến đổi đại số phức tạp.
Đại số Logic,"Khi rút gọn bằng bìa Karnaugh, tại sao phải gom nhóm có kích thước lớn nhất?","Để triệt tiêu được nhiều biến nhất có thể, dẫn đến đơn thức kết quả đơn giản nhất."
Đại số Logic,Ký hiệu của phép toán Hội là gì?,Ký hiệu chuẩn là $\wedge$.
Đại số Logic,Ký hiệu của phép toán Kéo theo là gì?,Ký hiệu chuẩn là $\rightarrow$.
Đại số Logic,Ký hiệu của phép toán NAND là gì?,Ký hiệu chuẩn là $\uparrow$.
Đại số Logic,Ký hiệu của phép toán NOR là gì?,Ký hiệu chuẩn là $\downarrow$.
Đại số Logic,Ký hiệu của phép toán Phủ định là gì?,Ký hiệu chuẩn là $\neg$.
Đại số Logic,Ký hiệu của phép toán Tuyển là gì?,Ký hiệu chuẩn là $\vee$.
Đại số Logic,Ký hiệu của phép toán Tương đương là gì?,Ký hiệu chuẩn là $\leftrightarrow$.
Đại số Logic,Ký hiệu của phép toán Tồn tại là gì?,Ký hiệu chuẩn là $\exists$.
Đại số Logic,Ký hiệu của phép toán Với mọi là gì?,Ký hiệu chuẩn là $\forall$.
Đại số Logic,Ký hiệu của phép toán XOR là gì?,Ký hiệu chuẩn là $\oplus$.
Đại số Logic,Làm sao để xác định một nhóm 4 ô 1 kề nhau tạo thành một tế bào hợp lệ?,"Khi 4 ô đó tạo thành một hình chữ nhật 1x4, 4x1 hoặc hình vuông 2x2 trong bìa Karnaugh."
Đại số Logic,Làm thế nào để chuyển đổi từ dạng chuẩn tắc hội sang dạng chuẩn tắc tuyển?,Có thể dùng luật De Morgan trên phần bù của hàm hoặc dựa vào các ô 0 trong bảng chân trị.
Đại số Logic,Làm thế nào để nhận biết một ô 1 là ô 1 độc quyền của một tế bào thiết yếu?,"Khi trong bìa Karnaugh, ô 1 đó chỉ có thể thuộc duy nhất về nhóm (tế bào) đang xét."
Đại số Logic,Mối quan hệ giữa kích thước của tế bào và số lượng biến được rút gọn là gì?,Kích thước tế bào càng lớn ($2^k$) thì số lượng biến bị triệt tiêu càng nhiều (k biến).
Đại số Logic,Phát biểu nội dung luật De Morgan?,Luật De Morgan có công thức: $\neg(x \wedge y) = \neg x \vee \neg y$.
Đại số Logic,Phát biểu nội dung luật Giao hoán?,Luật Giao hoán có công thức: $x \vee y = y \vee x$.
Đại số Logic,Phát biểu nội dung luật Hấp thụ?,Luật Hấp thụ có công thức: $x \vee (x \wedge y) = x$.
Đại số Logic,Phát biểu nội dung luật Kết hợp?,Luật Kết hợp có công thức: $(x \wedge y) \wedge z = x \wedge (y \wedge z)$.
Đại số Logic,Phát biểu nội dung luật Luật bù?,Luật Luật bù có công thức: $x \wedge \neg x = 0$.
Đại số Logic,Phát biểu nội dung luật Luật thống trị?,Luật Luật thống trị có công thức: $x \vee 1 = 1$.
Đại số Logic,Phát biểu nội dung luật Lũy đẳng?,Luật Lũy đẳng có công thức: $x \wedge x = x$.
Đại số Logic,Phát biểu nội dung luật Phần tử trung hòa?,Luật Phần tử trung hòa có công thức: $x \vee 0 = x$.
Đại số Logic,Phát biểu nội dung luật Phần tử đơn vị?,Luật Phần tử đơn vị có công thức: $x \wedge 1 = x$.
Đại số Logic,Phát biểu nội dung luật Phủ định kép?,Luật phủ định ($\neg$) ($\neg$) kép có công thức: $\neg(\neg x) = x$.
Đại số Logic,toán gạch đứng Sheffer đại diện cho cổng nào?,Đại diện cho cổng NAND.
Đại số Logic,toán mũi tên Peirce đại diện cho cổng nào?,Đại diện cho cổng NOR.
Đại số Logic,Sự khác biệt giữa biến tự do và biến ràng buộc trong vị từ là gì?,"Biến ràng buộc bị chi phối bởi lượng từ (forall, exists), còn biến tự do thì không và có thể nhận giá trị từ bên ngoài."
Đại số Logic,Sự khác biệt giữa x hội y và x tuyển y trong ngôn ngữ tự nhiên là gì?,"'hội ($\wedge$) ($\wedge$)' tương ứng với chữ 'VÀ' (cả hai cùng đúng), 'tuyển ($\vee$) ($\vee$)' tương ứng với chữ 'HOẶC' (ít nhất một cái đúng)."
Đại số Logic,dạng chuẩn tắc của một hàm Boole là gì?,Dạng chuẩn tắc của một hàm Boole Là cách biểu diễn hàm duy nhất và không phụ thuộc vào phương pháp biến đổi (ví dụ DNF đầy đủ).
Đại số Logic,hệ cổng logic đầy đủ là gì?,Hệ cổng logic đầy đủ Là một tập hợp các cổng logic mà từ đó ta có thể tạo ra bất kỳ hàm Boole nào.
Đại số Logic,hàm Boole tự đối ngẫu là gì?,Hàm Boole tự đối ngẫu Là hàm số mà giá trị của nó không thay đổi khi ta lấy đối ngẫu của toàn bộ biểu thức.
Đại số Logic,lượng từ bị lồng nhau là gì?,"Là trường hợp một lượng từ nằm bên trong phạm vi tác động của một lượng từ khác (ví dụ Với mọi x, tồn tại y)."
Đại số Logic,tế bào trong bìa Karnaugh là gì?,"Tế bào trong bìa Karnaugh Là một nhóm các ô 1 kề nhau có kích thước là lũy thừa của 2 (1, 2, 4, 8...)."
Đại số Logic,tế bào phát biểu không thiết yếu là gì?,Là tế bào phát biểu mà mọi ô 1 của nó đều được bao phủ bởi các tế bào phát biểu khác (không nhất thiết là thiết yếu).
Đại số Logic,vị từ n ngôi là gì?,"Là vị từ có chứa n biến độc lập (ví dụ P(x, y, z) là vị từ 3 ngôi)."
Đại số Logic,tế bào phát biểu dư thừa là gì?,Là tế bào phát biểu mà tất cả các ô 1 của nó đã được bao phủ hoàn toàn bởi các tế bào thiết yếu khác.
Đại số Logic,tế bào phát biểu thiết yếu là gì?,Là tế bào phát biểu chứa ít nhất một ô 1 mà không có tế bào phát biểu nào khác bao phủ được ô 1 đó.
Đại số Logic,"Trong toán logic, Hội được ký hiệu như thế nào?",$\wedge$
Đại số Logic,"Trong toán logic, Kéo theo được ký hiệu như thế nào?",$\rightarrow$
Đại số Logic,"Trong toán logic, NAND được ký hiệu như thế nào?",$\uparrow$
Đại số Logic,"Trong toán logic, NOR được ký hiệu như thế nào?",$\downarrow$
Đại số Logic,"Trong toán logic, Phủ định được ký hiệu như thế nào?",$\neg$
Đại số Logic,"Trong toán logic, Tuyển được ký hiệu như thế nào?",$\vee$
Đại số Logic,"Trong toán logic, Tương đương được ký hiệu như thế nào?",$\leftrightarrow$
Đại số Logic,"Trong toán logic, Tồn tại được ký hiệu như thế nào?",$\exists$
Đại số Logic,"Trong toán logic, Với mọi được ký hiệu như thế nào?",$\forall$
Đại số Logic,"Trong toán logic, XOR được ký hiệu như thế nào?",$\oplus$
Đại số Logic,Tại sao Bộ chọn lại liên quan đến đại số logic?,Vì Bộ chọn (Multiplexer) được xây dựng hoàn toàn từ các cổng logic cơ bản.
Đại số Logic,Tại sao Bộ cộng lại liên quan đến đại số logic?,Vì Bộ cộng (Adder) được xây dựng hoàn toàn từ các cổng logic cơ bản.
Đại số Logic,Tại sao Thanh ghi lại liên quan đến đại số logic?,Vì Thanh ghi (Register) được xây dựng hoàn toàn từ các cổng logic cơ bản.
Đại số Logic,Tại sao bìa Karnaugh chỉ hiệu quả với số biến nhỏ?,Vì khả năng biểu diễn hình học 2 chiều bị giới hạn khi số biến tăng cao.
Đại số Logic,Tại sao bảng chân trị của n biến có 2 mũ n dòng?,"Vì mỗi biến có 2 trạng thái độc lập, tổ hợp lại thành 2*2*... (n lần)."
Đại số Logic,Tại sao chúng ta loại bỏ các tế bào phát biểu dư thừa?,Để đạt được biểu thức logic tối thiểu nhất (ít đơn thức nhất và ít biến nhất).
Đại số Logic,Tại sao các ô ở 4 góc của bìa Karnaugh 4 biến lại có thể tạo thành một tế bào?,"Do tính chất cuộn tròn (torus) của bìa Karnaugh, các cạnh đối diện và các góc được coi là kề nhau."
Đại số Logic,Tại sao cần phân biệt biến tự do và biến ràng buộc?,Để tránh nhầm lẫn khi áp dụng lượng từ và xác định giá trị chân lý của vị từ.
Đại số Logic,Tại sao cần sử dụng Biến ràng buộc trong toán rời rạc?,Để biến nằm dưới sự kiểm soát của một lượng từ.
Đại số Logic,Tại sao cần sử dụng Biến tự do trong toán rời rạc?,Để biến không chịu sự kiểm soát của lượng từ nào.
Đại số Logic,Tại sao cần sử dụng Bìa Karnaugh trong toán rời rạc?,Để sơ đồ 2 chiều giúp rút gọn hàm logic trực quan.
Đại số Logic,Tại sao cần sử dụng Bảng chân trị trong toán rời rạc?,Để bảng liệt kê tất cả trường hợp giá trị của hàm.
Đại số Logic,Tại sao cần sử dụng Cổng NAND trong toán rời rạc?,Để cổng vạn năng có thể thay thế mọi loại cổng khác.
Đại số Logic,Tại sao cần sử dụng Cổng NOR trong toán rời rạc?,Để cổng vạn năng có thể thay thế mọi loại cổng khác.
Đại số Logic,Tại sao cần sử dụng Cổng XNOR trong toán rời rạc?,Để cổng thực hiện phép tương đương (đúng khi giống nhau).
